0 6 12
15 6 6
15 5 8
15 12 11
15 3 0
15 10 5
15 11 4
16 8 14
16 13 4
16 3 9
16 7 8
16 10 7
16 11 10
16 5 6
16 15 12
16 9 0
16 1 3
16 0 13
16 14 11
16 12 15
16 6 5
16 2 2
16 4 1
17 4 0
17 14 11
17 12 13
17 10 10
17 9 5
17 3 7
17 13 2
17 6 8
17 0 6
17 11 1
17 5 4
17 2 9
17 1 3
17 15 12
17 7 14
17 8 15
18 4 6
18 2 5
18 14 15
18 6 12
18 0 2
18 5 9
18 15 3
18 11 1
18 7 13
18 10 11
18 13 7
18 9 14
18 8 8
18 3 0
18 1 10
18 12 4
19 9 12
19 11 8
19 3 5
19 13 7
19 7 11
19 1 14
19 10 9
19 6 6
19 12 2
19 8 10
19 2 13
19 0 1
19 5 0
19 4 4
19 14 15
19 15 3
20 15 10
20 10 8
20 8 3
20 5 6
20 13 15
20 14 0
20 11 2
20 4 9
20 7 4
20 9 11
20 12 7
20 1 5
20 6 14
20 0 1
20 3 13
20 2 12
21 5 11
21 6 14
21 12 7
21 8 3
21 4 1
21 1 2
21 2 6
21 14 12
21 15 9
21 13 15
21 9 4
21 7 0
21 11 10
21 10 5
21 0 8
21 3 13
22 1 15
22 5 12
22 11 6
22 6 3
22 4 4
22 13 2
22 12 11
22 14 13
22 7 5
22 0 9
22 9 0
22 2 10
22 15 1
22 8 8
22 3 7
22 10 14
23 8 4
23 5 8
23 12 15
23 11 1
23 0 9
23 2 6
23 13 0
23 3 5
23 10 12
23 15 13
23 14 3
23 4 10
23 1 11
23 6 7
23 7 14
23 9 2
24 11 11
24 4 15
24 15 7
24 13 14
24 8 8
24 7 6
24 2 12
24 6 9
24 9 13
24 1 0
24 5 1
24 3 3
24 12 5
24 10 10
24 14 2
24 0 4
25 2 12
25 11 1
25 10 14
25 6 10
25 1 5
25 4 6
25 8 0
25 5 2
25 9 11
25 13 8
25 14 13
25 0 15
25 12 3
25 15 9
25 3 7
25 7 4
26 7 8
26 3 14
26 0 4
26 14 10
26 8 11
26 5 9
26 11 6
26 10 5
26 2 12
26 1 1
26 12 7
26 4 13
26 9 0
26 6 3
26 13 2
26 15 15
27 6 6
27 1 8
27 8 7
27 14 11
27 15 2
27 12 9
27 2 13
27 0 3
27 11 0
27 3 1
27 9 5
27 5 14
27 13 4
27 10 15
27 7 12
27 4 10
28 4 8
28 3 14
28 7 2
28 13 7
28 9 3
28 8 15
28 1 9
28 14 13
28 6 1
28 10 5
28 2 0
28 0 10
28 12 4
28 11 11
28 5 6
28 15 12
29 7 7
29 12 11
29 15 10
29 13 13
29 3 15
29 6 8
29 8 14
29 10 2
29 9 12
29 0 0
29 11 3
29 1 9
29 5 1
29 4 6
29 14 5
29 2 4
30 13 1
30 12 15
30 3 8
30 0 7
30 7 3
30 11 6
30 9 12
30 15 4
30 6 5
30 10 9
30 5 2
30 4 13
30 1 10
30 8 11
30 2 14
30 14 0
31 8 6
31 1 4
31 11 7
31 15 5
31 9 11
31 5 0
31 14 13
31 13 3
31 4 14
31 6 8
31 0 9
31 10 12
31 3 10
31 2 1
31 12 15
31 7 2
32 1 6
32 2 15
32 9 5
32 15 14
32 13 12
32 12 11
32 10 3
32 7 9
32 3 13
32 14 2
32 4 0
32 11 8
32 8 10
32 5 7
32 6 4
32 0 1
33 15 4
33 12 3
33 4 2
33 5 12
33 8 1
33 10 0
33 3 9
33 6 6
33 0 13
33 9 7
33 11 11
33 2 14
33 1 10
33 13 5
33 7 15
33 14 8
34 8 15
34 0 14
34 4 13
34 1 10
34 2 5
34 6 0
34 12 11
34 7 6
34 15 9
34 11 8
34 9 12
34 3 1
34 10 4
34 5 7
34 13 2
34 14 3
35 6 9
35 4 4
35 2 2
35 1 3
35 8 8
35 13 0
35 0 7
35 10 6
35 15 14
35 3 13
35 14 15
35 7 12
35 11 1
35 5 5
35 12 11
35 9 10
36 3 15
36 2 4
36 10 14
36 4 6
36 11 1
36 8 3
36 12 8
36 6 9
36 15 7
36 13 2
36 5 11
36 0 12
36 1 0
36 7 13
36 9 10
36 14 5
37 7 8
37 1 11
37 3 3
37 15 14
37 2 12
37 14 4
37 6 9
37 13 5
37 5 1
37 4 0
37 9 10
37 0 15
37 8 7
37 11 6
37 12 2
37 10 13
38 14 11
38 5 15
38 0 1
38 4 13
38 2 8
38 11 0
38 3 6
38 6 12
38 13 7
38 9 10
38 8 9
38 10 4
38 12 3
38 15 2
38 1 5
38 7 14
39 15 6
39 8 2
39 14 1
39 9 9
39 4 10
39 0 3
39 5 8
39 1 15
39 7 13
39 6 11
39 3 0
39 13 14
39 2 7
39 11 12
39 12 4
39 10 5
40 10 10
40 4 14
40 8 5
40 13 4
40 3 3
40 15 7
40 2 15
40 6 13
40 9 1
40 14 11
40 1 6
40 7 12
40 11 0
40 5 2
40 0 9
40 12 8
41 10 8
41 11 6
41 3 15
41 7 9
41 14 1
41 0 11
41 6 5
41 12 10
41 4 2
41 13 14
41 8 12
41 2 7
41 15 13
41 5 3
41 9 0
41 1 4
42 3 8
42 9 13
42 14 2
42 1 14
42 10 15
42 5 12
42 8 4
42 13 7
42 2 3
42 6 9
42 15 0
42 0 10
42 11 5
42 4 6
42 12 11
42 7 1
43 11 3
43 5 15
43 0 8
43 15 1
43 2 12
43 1 0
43 7 10
43 14 7
43 4 13
43 8 11
43 6 4
43 10 9
43 9 14
43 3 2
43 13 5
43 12 6
44 5 15
44 7 11
44 1 0
44 0 10
44 6 5
44 14 4
44 3 1
44 10 12
44 2 2
44 8 14
44 11 6
44 15 7
44 12 13
44 13 9
44 4 3
44 9 8
45 12 2
45 1 14
45 7 0
45 10 5
45 13 9
45 5 13
45 11 12
45 14 1
45 15 3
45 0 7
45 8 10
45 9 11
45 6 15
45 2 4
45 3 6
45 4 8
46 11 10
46 6 6
46 4 12
46 14 5
46 13 3
46 8 13
46 10 0
46 15 2
46 7 4
46 2 1
46 5 15
46 12 9
46 3 7
46 0 14
46 9 8
46 1 11
47 11 5
47 15 11
47 7 3
47 0 0
47 14 2
47 8 13
47 6 1
47 13 15
47 3 14
47 9 10
47 12 8
47 10 6
47 1 7
47 5 4
47 2 9
47 4 12
48 6 6
48 7 0
48 2 15
48 15 3
48 13 12
48 14 13
48 10 10
48 11 7
48 8 9
48 0 1
48 4 11
48 1 4
48 3 8
48 12 2
48 5 5
48 9 14
49 3 11
49 10 0
49 5 1
49 15 15
49 9 10
49 14 3
49 12 14
49 2 9
49 1 6
49 11 13
49 7 8
49 4 12
49 6 2
49 13 4
49 0 7
49 8 5
50 0 14
50 8 0
50 1 7
50 3 12
50 12 1
50 14 5
50 13 13
50 11 6
50 6 9
50 5 10
50 9 3
50 2 15
50 4 2
50 7 4
50 10 11
50 15 8
51 6 1
51 15 6
51 13 13
51 2 7
51 4 12
51 0 0
51 10 2
51 11 15
51 5 4
51 7 14
51 14 9
51 8 11
51 9 10
51 1 8
51 12 3
51 3 5
52 11 3
52 3 2
52 6 11
52 4 4
52 12 9
52 0 14
52 13 13
52 1 6
52 9 0
52 7 7
52 5 10
52 15 12
52 14 8
52 8 1
52 2 15
52 10 5
53 5 7
53 2 10
53 13 12
53 1 14
53 0 11
53 3 15
53 8 8
53 7 3
53 14 0
53 15 6
53 11 1
53 9 9
53 12 4
53 4 13
53 6 2
53 10 5
54 4 13
54 10 12
54 15 9
54 1 11
54 11 5
54 3 0
54 14 4
54 0 14
54 6 3
54 9 1
54 7 6
54 5 8
54 13 15
54 12 10
54 2 7
54 8 2
55 14 1
55 4 7
55 7 10
55 10 6
55 12 9
55 0 2
55 13 13
55 2 15
55 15 8
55 9 11
55 6 12
55 5 0
55 11 5
55 1 14
55 8 4
55 3 3
56 4 1
56 14 6
56 2 10
56 0 5
56 7 15
56 1 9
56 12 8
56 15 14
56 11 4
56 6 11
56 10 13
56 9 2
56 5 3
56 13 7
56 8 0
56 3 12
57 14 9
57 10 2
57 8 14
57 9 8
57 13 1
57 7 5
57 15 11
57 2 12
57 0 13
57 12 10
57 6 0
57 3 6
57 4 7
57 1 4
57 5 15
57 11 3
58 4 6
58 14 12
58 15 14
58 12 8
58 0 4
58 9 13
58 7 1
58 3 9
58 2 2
58 13 5
58 1 0
58 6 3
58 5 7
58 8 10
58 10 15
58 11 11
59 9 12
59 14 15
59 1 10
59 4 7
59 15 9
59 11 14
59 8 2
59 12 6
59 6 3
59 7 11
59 10 13
59 0 1
59 3 0
59 5 8
59 2 5
59 13 4
60 2 3
60 12 6
60 3 14
60 4 5
60 13 0
60 7 10
60 11 8
60 8 15
60 0 12
60 9 4
60 1 9
60 14 13
60 10 1
60 15 2
60 5 7
60 6 11
61 9 4
61 12 7
61 3 6
61 0 12
61 8 0
61 14 13
61 6 10
61 1 11
61 11 2
61 4 3
61 15 9
61 10 15
61 2 8
61 13 1
61 5 5
61 7 14
62 12 13
62 13 11
62 2 7
62 6 4
62 14 2
62 4 6
62 11 1
62 10 10
62 1 8
62 9 9
62 0 15
62 8 5
62 5 14
62 3 3
62 15 12
62 7 0
63 0 12
63 2 2
63 13 8
63 8 10
63 6 3
63 4 5
63 5 15
63 15 6
63 10 0
63 7 1
63 14 9
63 9 14
63 11 11
63 12 4
63 1 13
63 3 7
64 7 11
64 9 15
64 10 13
64 6 8
64 0 2
64 12 10
64 2 12
64 3 14
64 13 7
64 11 3
64 15 4
64 1 1
64 5 5
64 4 6
64 8 0
64 14 9
65 15 10
65 10 11
65 8 2
65 7 7
65 0 1
65 4 5
65 9 3
65 14 8
65 1 12
65 3 9
65 11 4
65 5 6
65 2 0
65 12 13
65 6 14
65 13 15
66 2 15
66 10 14
66 7 1
66 11 6
66 5 13
66 15 12
66 12 11
66 6 0
66 0 3
66 4 4
66 13 7
66 9 10
66 3 8
66 8 5
66 1 9
66 14 2
67 14 0
67 3 2
67 2 4
67 4 9
67 15 10
67 5 12
67 10 8
67 11 15
67 8 1
67 6 5
67 0 14
67 12 7
67 9 11
67 1 3
67 7 13
67 13 6
68 6 4
68 7 0
68 1 6
68 2 14
68 5 12
68 8 7
68 4 1
68 0 5
68 14 9
68 12 13
68 10 10
68 15 3
68 9 8
68 13 11
68 3 15
68 11 2
69 1 15
69 13 3
69 7 12
69 14 8
69 5 1
69 3 9
69 0 4
69 15 0
69 8 7
69 11 6
69 12 14
69 10 2
69 9 13
69 6 10
69 2 5
69 4 11
70 11 6
70 4 10
70 15 5
70 14 15
70 3 2
70 9 1
70 5 8
70 10 7
70 8 4
70 2 3
70 0 0
70 7 9
70 13 13
70 6 11
70 12 14
70 1 12
71 10 1
71 2 7
71 0 6
71 9 15
71 3 0
71 15 9
71 4 14
71 7 8
71 6 12
71 5 3
71 8 4
71 13 13
71 11 11
71 1 5
71 14 10
71 12 2
72 12 6
72 4 13
72 7 9
72 5 4
72 1 8
72 8 14
72 13 10
72 3 2
72 0 15
72 14 12
72 11 3
72 6 7
72 15 1
72 9 0
72 10 5
72 2 11
73 12 4
73 1 1
73 14 14
73 11 10
73 7 5
73 15 9
73 2 15
73 6 12
73 0 13
73 5 8
73 8 7
73 10 11
73 3 0
73 13 3
73 9 6
73 4 2
74 7 1
74 2 7
74 12 4
74 9 11
74 0 5
74 11 0
74 10 13
74 3 12
74 14 8
74 15 2
74 8 15
74 13 10
74 1 6
74 5 14
74 4 9
74 6 3
75 10 7
75 7 3
75 15 1
75 4 14
75 13 15
75 11 5
75 6 13
75 12 0
75 2 11
75 3 2
75 8 12
75 9 9
75 0 4
75 1 6
75 5 8
75 14 10
76 13 12
76 10 9
76 3 4
76 0 14
76 7 10
76 5 11
76 9 2
76 2 0
76 6 7
76 12 5
76 11 3
76 1 15
76 15 13
76 4 8
76 8 1
76 14 6
77 9 11
77 1 3
77 2 5
77 3 0
77 15 2
77 5 1
77 0 7
77 14 10
77 4 12
77 12 15
77 6 8
77 11 4
77 8 13
77 7 14
77 10 6
77 13 9
78 14 3
78 2 4
78 0 7
78 12 10
78 8 5
78 3 1
78 15 12
78 5 6
78 11 14
78 4 0
78 13 8
78 9 9
78 10 2
78 7 15
78 1 13
78 6 11
79 15 13
79 14 4
79 10 10
79 9 0
79 7 5
79 6 3
79 12 1
79 3 6
79 2 2
79 4 15
79 1 12
79 13 14
79 11 7
79 8 9
79 5 8
79 0 11
80 7 2
80 9 15
80 13 8
80 5 5
80 6 4
80 3 0
80 0 7
80 11 10
80 4 14
80 2 3
80 1 13
80 14 9
80 10 11
80 12 1
80 15 6
80 8 12
81 5 11
81 2 10
81 3 8
81 11 3
81 13 5
81 1 6
81 15 12
81 8 14
81 0 13
81 12 9
81 9 7
81 6 15
81 7 1
81 10 2
81 4 0
81 14 4
82 6 13
82 13 2
82 15 5
82 12 1
82 1 0
82 0 12
82 8 8
82 5 9
82 2 4
82 10 7
82 9 10
82 7 3
82 11 11
82 14 14
82 3 15
82 4 6
83 1 15
83 7 1
83 4 2
83 14 7
83 8 0
83 15 13
83 3 8
83 6 4
83 5 10
83 2 11
83 0 5
83 10 3
83 13 6
83 11 9
83 9 14
83 12 12
84 9 11
84 13 7
84 12 4
84 11 8
84 14 14
84 1 2
84 0 9
84 2 3
84 3 1
84 15 6
84 5 13
84 7 10
84 8 15
84 6 5
84 4 0
84 10 12
85 8 6
85 0 10
85 14 12
85 5 15
85 9 7
85 13 2
85 4 8
85 3 9
85 10 13
85 2 4
85 6 5
85 11 11
85 15 14
85 12 3
85 1 0
85 7 1
86 12 14
86 14 0
86 0 15
86 9 4
86 2 12
86 15 3
86 8 10
86 3 8
86 7 11
86 6 1
86 4 5
86 13 6
86 10 2
86 11 7
86 1 13
86 5 9
87 11 2
87 14 4
87 5 10
87 12 0
87 4 7
87 2 3
87 10 8
87 3 13
87 7 9
87 6 12
87 0 15
87 8 5
87 13 11
87 9 6
87 1 1
87 15 14
88 0 12
88 4 9
88 8 3
88 9 4
88 2 1
88 11 8
88 5 6
88 12 0
88 15 2
88 3 5
88 10 15
88 14 13
88 1 7
88 7 11
88 13 10
88 6 14
89 10 11
89 9 5
89 0 9
89 1 1
89 4 3
89 13 8
89 5 10
89 6 2
89 3 6
89 11 0
89 12 14
89 15 13
89 2 7
89 14 4
89 7 15
89 8 12
90 7 6
90 14 11
90 15 0
90 6 3
90 11 2
90 5 9
90 13 5
90 1 7
90 2 13
90 4 1
90 10 8
90 8 10
90 0 4
90 3 12
90 12 14
90 9 15
91 9 0
91 4 3
91 3 10
91 10 8
91 12 12
91 0 1
91 6 15
91 1 14
91 14 6
91 8 4
91 5 9
91 2 5
91 11 13
91 7 7
91 15 2
91 13 11
92 10 7
92 13 5
92 0 8
92 12 14
92 5 2
92 6 11
92 15 3
92 2 6
92 7 4
92 9 1
92 3 10
92 11 13
92 8 0
92 4 12
92 14 9
92 1 15
93 7 14
93 9 13
93 1 1
93 3 8
93 14 6
93 0 4
93 6 9
93 4 5
93 12 0
93 2 7
93 11 3
93 10 11
93 15 12
93 5 10
93 13 2
93 8 15
94 7 8
94 5 3
94 13 0
94 15 15
94 11 2
94 0 9
94 14 14
94 4 4
94 8 6
94 12 5
94 1 13
94 9 11
94 2 1
94 10 10
94 3 12
94 6 7
95 4 1
95 1 3
95 7 13
95 12 11
95 8 0
95 11 15
95 13 4
95 5 2
95 15 9
95 2 6
95 14 12
95 3 5
95 0 7
95 10 8
95 6 14
95 9 10
96 3 5
96 9 13
96 6 1
96 10 12
96 4 15
96 11 6
96 14 8
96 0 11
96 12 4
96 15 3
96 2 9
96 5 7
96 8 2
96 13 14
96 1 10
96 7 0
97 12 10
97 15 5
97 7 4
97 9 6
97 11 9
97 8 13
97 10 3
97 13 11
97 6 0
97 3 14
97 14 2
97 5 1
97 4 15
97 2 12
97 0 8
97 1 7
98 15 5
98 11 8
98 8 11
98 1 14
98 7 12
98 13 1
98 10 3
98 5 7
98 14 9
98 0 6
98 2 0
98 6 13
98 12 2
98 3 10
98 4 15
98 9 4
99 0 6
99 9 8
99 14 12
99 12 14
99 3 9
99 4 0
99 13 10
99 11 11
99 8 4
99 5 5
99 6 3
99 1 2
99 15 1
99 2 7
99 7 13
99 10 15
100 6 11
100 9 0
100 7 8
100 13 1
100 5 13
100 15 9
100 1 3
100 2 2
100 8 14
100 0 10
100 12 6
100 14 7
100 3 12
100 10 15
100 4 5
100 11 4
101 2 12
101 12 7
101 11 6
101 10 0
101 15 13
101 4 2
101 5 3
101 6 10
101 8 11
101 1 4
101 0 14
101 14 8
101 13 5
101 9 15
101 7 9
101 3 1
102 3 15
102 4 9
102 2 0
102 6 12
102 13 10
102 12 13
102 15 8
102 8 1
102 7 14
102 5 7
102 10 3
102 11 5
102 9 4
102 0 11
102 1 6
102 14 2
103 15 1
103 8 9
103 0 6
103 4 15
103 9 11
103 1 0
103 2 7
103 3 4
103 6 12
103 7 3
103 14 5
103 13 10
103 12 13
103 10 2
103 11 14
103 5 8
104 4 7
104 13 6
104 1 0
104 11 8
104 14 1
104 8 2
104 12 13
104 0 4
104 6 15
104 7 5
104 5 11
104 15 14
104 3 10
104 10 9
104 9 12
104 2 3
105 10 9
105 5 5
105 15 0
105 2 7
105 13 8
105 7 4
105 3 14
105 6 11
105 12 15
105 11 13
105 0 1
105 9 2
105 14 12
105 1 3
105 4 10
105 8 6
106 11 4
106 10 13
106 6 7
106 14 10
106 15 3
106 3 6
106 8 11
106 13 12
106 4 5
106 7 0
106 2 9
106 0 1
106 9 2
106 1 15
106 12 8
106 5 14
107 4 2
107 13 12
107 8 0
107 5 8
107 10 14
107 6 11
107 0 9
107 9 1
107 7 6
107 11 3
107 1 10
107 14 7
107 15 4
107 3 13
107 12 5
107 2 15
108 9 3
108 1 14
108 4 8
108 2 2
108 7 7
108 0 12
108 14 4
108 13 10
108 11 6
108 12 13
108 8 5
108 3 11
108 5 0
108 10 9
108 15 1
108 6 15
109 2 5
109 4 9
109 14 13
109 8 15
109 10 8
109 11 7
109 7 3
109 13 6
109 0 10
109 12 1
109 9 0
109 3 4
109 15 12
109 6 2
109 5 14
109 1 11
110 13 1
110 9 2
110 0 8
110 7 0
110 5 5
110 15 14
110 14 15
110 11 3
110 2 9
110 12 10
110 10 4
110 1 7
110 3 13
110 8 6
110 4 11
110 6 12
111 10 5
111 6 0
111 14 4
111 8 11
111 13 15
111 15 3
111 2 13
111 12 9
111 1 2
111 4 12
111 5 7
111 7 10
111 11 8
111 9 6
111 0 14
111 3 1
112 11 1
112 6 4
112 1 2
112 10 13
112 3 9
112 8 11
112 2 12
112 5 0
112 14 8
112 0 3
112 4 10
112 15 15
112 9 6
112 12 14
112 7 5
112 13 7
113 13 6
113 14 10
113 5 2
113 1 5
113 10 3
113 2 14
113 15 1
113 12 11
113 3 0
113 0 12
113 9 9
113 8 8
113 6 7
113 4 13
113 7 4
113 11 15
114 4 5
114 5 6
114 15 9
114 13 2
114 8 13
114 9 10
114 12 3
114 2 12
114 6 15
114 14 7
114 11 1
114 10 4
114 1 0
114 0 8
114 3 14
114 7 11
115 7 12
115 8 8
115 9 5
115 13 2
115 5 1
115 11 0
115 14 4
115 4 9
115 3 10
115 0 3
115 15 13
115 2 6
115 10 15
115 6 11
115 12 7
115 1 14
116 14 8
116 13 9
116 6 14
116 7 4
116 0 13
116 1 3
116 12 11
116 10 12
116 3 7
116 5 6
116 11 10
116 8 15
116 4 5
116 9 2
116 15 1
116 2 0
117 8 4
117 12 14
117 14 8
117 1 2
117 2 0
117 10 11
117 6 10
117 15 5
117 5 15
117 7 13
117 11 12
117 13 6
117 9 7
117 4 1
117 3 3
117 0 9
118 12 12
118 6 15
118 13 11
118 10 6
118 4 14
118 8 13
118 15 1
118 3 10
118 5 0
118 7 8
118 2 9
118 14 4
118 1 3
118 0 5
118 9 7
118 11 2
119 10 3
119 8 7
119 13 1
119 15 11
119 12 5
119 1 4
119 14 14
119 7 0
119 11 2
119 4 13
119 3 10
119 0 8
119 2 15
119 6 12
119 5 9
119 9 6
120 12 7
120 13 10
120 0 11
120 8 12
120 7 4
120 5 8
120 11 13
120 1 3
120 4 14
120 6 0
120 9 2
120 3 9
120 14 6
120 2 1
120 10 15
120 15 5
121 5 0
121 3 6
121 2 12
121 1 15
121 4 2
121 15 5
121 11 7
121 13 8
121 8 3
121 12 4
121 14 9
121 7 11
121 9 1
121 10 14
121 0 13
121 6 10
122 5 5
122 0 12
122 2 15
122 10 13
122 3 3
122 14 9
122 11 7
122 6 4
122 8 0
122 15 11
122 9 6
122 1 8
122 12 2
122 4 14
122 13 1
122 7 10
123 2 1
123 4 11
123 14 6
123 7 14
123 0 13
123 12 0
123 5 3
123 15 12
123 8 8
123 6 2
123 1 4
123 9 7
123 3 15
123 10 10
123 11 5
123 13 9
124 11 11
124 3 9
124 12 10
124 10 7
124 7 15
124 5 8
124 1 4
124 9 12
124 15 3
124 0 6
124 4 5
124 14 14
124 6 13
124 2 0
124 13 2
124 8 1
125 10 5
125 12 2
125 0 9
125 15 15
125 2 10
125 1 8
125 14 1
125 8 4
125 4 14
125 13 7
125 6 0
125 5 12
125 3 11
125 9 6
125 11 13
125 7 3
126 9 15
126 8 12
126 15 1
126 14 2
126 7 0
126 10 10
126 13 7
126 11 11
126 3 6
126 4 14
126 5 13
126 1 4
126 6 3
126 2 5
126 0 9
126 12 8
127 4 2
127 3 5
127 6 14
127 9 1
127 7 4
127 13 13
127 11 9
127 5 10
127 12 15
127 10 11
127 1 3
127 15 0
127 8 12
127 2 8
127 14 6
127 0 7
128 8 13
128 11 0
128 12 6
128 7 3
128 10 12
128 2 15
128 9 14
128 5 7
128 3 10
128 0 11
128 1 5
128 6 4
128 13 2
128 15 8
128 4 1
128 14 9
129 13 2
129 5 15
129 8 14
129 0 13
129 15 4
129 10 10
129 1 8
129 7 5
129 14 12
129 2 7
129 4 1
129 11 3
129 3 6
129 6 9
129 9 0
129 12 11
130 10 8
130 7 7
130 5 11
130 15 14
130 8 13
130 1 3
130 0 4
130 6 1
130 3 6
130 9 0
130 14 9
130 12 5
130 13 2
130 11 12
130 4 15
130 2 10
131 6 14
131 5 7
131 9 12
131 8 13
131 15 0
131 7 15
131 14 3
131 10 5
131 13 10
131 2 9
131 11 4
131 0 11
131 3 1
131 1 8
131 12 6
131 4 2
132 7 10
132 6 4
132 1 3
132 10 14
132 2 15
132 8 6
132 5 2
132 13 12
132 3 13
132 14 1
132 0 0
132 9 5
132 11 8
132 15 11
132 12 9
132 4 7
133 9 10
133 11 0
133 5 3
133 13 11
133 8 2
133 4 4
133 3 8
133 12 15
133 0 13
133 7 5
133 6 12
133 10 9
133 14 1
133 2 7
133 15 14
133 1 6
134 14 6
134 10 5
134 5 15
134 13 11
134 9 0
134 11 4
134 6 14
134 3 13
134 4 10
134 2 2
134 1 8
134 7 9
134 15 3
134 0 12
134 12 7
134 8 1
135 5 3
135 7 1
135 4 11
135 15 10
135 6 5
135 9 8
135 13 6
135 10 2
135 2 4
135 0 7
135 12 15
135 3 0
135 8 12
135 11 9
135 14 14
135 1 13
136 12 7
136 8 5
136 9 10
136 5 12
136 7 6
136 2 9
136 1 1
136 15 15
136 3 13
136 6 4
136 13 0
136 11 2
136 0 8
136 14 11
136 10 3
136 4 14
137 2 13
137 14 7
137 4 5
137 3 1
137 13 15
137 8 12
137 7 8
137 0 4
137 11 2
137 10 3
137 12 9
137 9 10
137 1 0
137 5 14
137 6 11
137 15 6
138 4 3
138 5 13
138 14 14
138 13 7
138 7 10
138 12 15
138 1 5
138 11 9
138 10 12
138 6 2
138 0 6
138 9 0
138 15 11
138 8 1
138 3 8
138 2 4
139 8 0
139 1 8
139 7 2
139 11 11
139 14 6
139 10 7
139 6 12
139 15 14
139 5 4
139 12 1
139 0 9
139 2 10
139 9 13
139 13 3
139 4 5
139 3 15
140 3 9
140 14 3
140 11 1
140 13 6
140 12 4
140 15 11
140 2 8
140 0 10
140 7 7
140 9 14
140 1 13
140 10 12
140 5 5
140 4 2
140 6 0
140 8 15
141 1 8
141 9 9
141 8 5
141 0 11
141 6 1
141 13 15
141 5 0
141 14 14
141 7 12
141 3 6
141 10 3
141 11 7
141 4 13
141 12 2
141 15 10
141 2 4
142 4 9
142 14 1
142 10 5
142 8 6
142 12 11
142 2 7
142 6 4
142 1 10
142 7 3
142 15 15
142 0 13
142 11 0
142 5 8
142 9 14
142 3 2
142 13 12
143 5 6
143 15 9
143 13 13
143 6 5
143 8 2
143 0 0
143 7 12
143 14 14
143 1 4
143 11 3
143 9 7
143 3 1
143 2 15
143 4 11
143 10 10
143 12 8
144 14 1
144 1 14
144 5 8
144 9 10
144 0 0
144 4 6
144 10 15
144 13 12
144 3 5
144 12 2
144 15 11
144 8 3
144 6 7
144 11 9
144 7 4
144 2 13
145 14 0
145 7 13
145 10 12
145 15 15
145 0 7
145 5 11
145 9 2
145 12 8
145 4 5
145 1 14
145 3 3
145 11 1
